month,doctor_id,rep_id,product_id,product_name,region,state,specialty,potential_segment,sales_calls,prescriptions,units_sold,discount_pct,revenue,cost,new_patients,repeat_patients,gross_profit,gross_margin_pct
2025-10-01,D0223,R024,P004,NeuroZen,West,Maharashtra,Neurology,High,4,40,49,0.0902,73559.58,42102.27,17,23,31457.31,0.4276
2025-10-01,D0224,R007,P004,NeuroZen,South,Telangana,Neurology,Low,1,19,20,0.1025,29619.00,16515.02,7,12,13103.98,0.4424
2025-10-01,D0225,R011,P003,RespiraX,North,Punjab,Pulmonology,Low,1,16,17,0.0711,22423.35,13737.36,5,11,8685.98,0.3874
2025-10-01,D0226,R008,P003,RespiraX,East,Assam,Pulmonology,Medium,7,27,35,0.0929,45084.77,27013.61,6,21,18071.15,0.4008
2025-10-01,D0227,R016,P002,GlucoCare,North,Uttar Pradesh,Diabetology,Medium,4,26,34,0.0947,30165.43,20911.96,7,19,9253.47,0.3068
2025-10-01,D0228,R009,P005,MediCore,West,Rajasthan,General Medicine,Medium,11,36,47,0.0888,30834.69,22228.97,14,22,8605.72,0.2791
2025-10-01,D0229,R010,P001,CardioPlus,Central,Chhattisgarh,Cardiology,High,6,38,44,0.0676,51281.74,33754.54,13,25,17527.19,0.3418
2025-10-01,D0230,R001,P005,MediCore,North,Uttar Pradesh,General Medicine,Low,3,24,32,0.0741,21332.66,15543.00,7,17,5789.65,0.2714
2025-10-01,D0231,R019,P003,RespiraX,West,Gujarat,Pulmonology,Medium,4,39,42,0.0703,55448.91,33199.48,12,27,22249.43,0.4013
2025-10-01,D0231,R009,P001,CardioPlus,West,Gujarat,Pulmonology,Medium,4,28,34,0.0580,40032.91,24858.25,11,17,15174.66,0.3791
2025-10-01,D0232,R001,P005,MediCore,North,Uttar Pradesh,General Medicine,Medium,6,26,33,0.0562,22423.73,16702.69,11,15,5721.03,0.2551
2025-10-01,D0233,R007,P001,CardioPlus,South,Kerala,Cardiology,Low,3,19,23,0.0965,25975.15,16656.41,7,12,9318.74,0.3588
2025-10-01,D0234,R008,P001,CardioPlus,East,Bihar,Cardiology,Low,5,19,23,0.0943,26040.29,16630.42,5,14,9409.86,0.3614
2025-10-01,D0234,R008,P004,NeuroZen,East,Bihar,Cardiology,Low,5,16,21,0.0571,32672.61,18550.53,4,12,14122.08,0.4322
2025-10-01,D0235,R015,P003,RespiraX,Central,Jharkhand,Pulmonology,Low,4,15,17,0.0995,21737.30,13491.43,6,9,8245.87,0.3793
2025-10-01,D0235,R025,P004,NeuroZen,Central,Jharkhand,Pulmonology,Low,2,9,9,0.0566,14009.88,8286.01,3,6,5723.87,0.4086
2025-10-01,D0236,R003,P002,GlucoCare,East,Odisha,Diabetology,Medium,5,36,38,0.0949,33707.35,23529.69,13,23,10177.67,0.3019
2025-10-01,D0237,R012,P005,MediCore,South,Telangana,General Medicine,Medium,4,31,35,0.1050,22555.19,16200.76,9,22,6354.42,0.2817
2025-10-01,D0238,R001,P005,MediCore,North,Punjab,General Medicine,High,4,35,38,0.0768,25259.34,18561.79,12,23,6697.55,0.2652
2025-10-01,D0239,R016,P004,NeuroZen,North,Punjab,Neurology,Low,2,11,14,0.0551,21827.03,12334.73,3,8,9492.30,0.4349
2025-10-01,D0240,R020,P005,MediCore,Central,Madhya Pradesh,General Medicine,Medium,5,25,26,0.0750,17316.75,12807.16,10,15,4509.59,0.2604
2025-10-01,D0241,R018,P002,GlucoCare,East,Bihar,Diabetology,High,10,56,68,0.0866,60867.75,40228.66,16,40,20639.09,0.3391
2025-10-01,D0242,R021,P002,GlucoCare,North,Delhi,Diabetology,Medium,4,35,40,0.0952,35468.24,24011.73,11,24,11456.52,0.3230
2025-10-01,D0243,R005,P003,RespiraX,Central,Jharkhand,Pulmonology,Low,1,21,22,0.1017,28064.00,16518.73,8,13,11545.27,0.4114
2025-10-01,D0244,R004,P001,CardioPlus,West,Gujarat,Cardiology,Low,5,28,29,0.0900,32988.40,21599.11,12,16,11389.28,0.3453
2025-10-01,D0245,R025,P004,NeuroZen,Central,Jharkhand,Neurology,Low,2,12,13,0.0798,19738.26,11564.45,4,8,8173.81,0.4141
2025-10-01,D0246,R009,P004,NeuroZen,West,Maharashtra,Neurology,Medium,4,25,26,0.1005,38588.35,21647.33,10,15,16941.02,0.4390
2025-10-01,D0246,R009,P002,GlucoCare,West,Maharashtra,Neurology,Medium,4,20,25,0.0840,22442.44,14708.08,7,13,7734.36,0.3446
2025-10-01,D0247,R011,P002,GlucoCare,North,Uttar Pradesh,Diabetology,Medium,1,26,27,0.0784,24385.44,16985.50,9,17,7399.94,0.3035
2025-10-01,D0247,R001,P001,CardioPlus,North,Uttar Pradesh,Diabetology,Medium,4,21,24,0.0758,27727.18,18202.65,5,16,9524.53,0.3435
2025-10-01,D0248,R020,P003,RespiraX,Central,Jharkhand,Pulmonology,Medium,2,16,18,0.0636,23934.32,14840.02,5,11,9094.29,0.3800
2025-10-01,D0249,R007,P003,RespiraX,South,Kerala,Pulmonology,High,7,44,53,0.0998,67750.12,41617.14,16,28,26132.97,0.3857
2025-10-01,D0250,R018,P004,NeuroZen,East,Assam,Neurology,Low,1,17,19,0.1040,28090.91,16695.97,4,13,11394.94,0.4056
2025-10-01,D0251,R010,P003,RespiraX,Central,Madhya Pradesh,Pulmonology,Medium,6,34,36,0.0691,47588.17,29518.87,11,23,18069.30,0.3797
2025-10-01,D0252,R024,P004,NeuroZen,West,Goa,Neurology,Medium,5,32,37,0.0648,57094.03,33564.30,11,21,23529.73,0.4121
2025-10-01,D0253,R023,P001,CardioPlus,East,West Bengal,Cardiology,High,8,49,61,0.0605,71635.36,44899.88,19,30,26735.49,0.3732
2025-10-01,D0254,R022,P002,GlucoCare,South,Karnataka,Diabetology,High,5,38,47,0.0852,42135.58,28821.09,8,30,13314.49,0.3160
2025-10-01,D0255,R001,P002,GlucoCare,North,Uttar Pradesh,Diabetology,Medium,4,25,32,0.0967,28328.22,19439.97,9,16,8888.25,0.3138
2025-10-01,D0256,R023,P005,MediCore,East,West Bengal,General Medicine,Medium,3,31,35,0.1037,22586.82,15832.51,7,24,6754.31,0.2990
2025-10-01,D0257,R010,P002,GlucoCare,Central,Chhattisgarh,Diabetology,High,6,43,56,0.0941,49713.99,33776.25,15,28,15937.74,0.3206
2025-10-01,D0258,R004,P001,CardioPlus,West,Rajasthan,Cardiology,High,5,43,54,0.0790,62165.22,39286.69,14,29,22878.53,0.3680
2025-10-01,D0259,R017,P005,MediCore,South,Kerala,General Medicine,Low,1,14,15,0.1027,9690.39,7061.73,4,10,2628.66,0.2713
2025-10-01,D0259,R017,P003,RespiraX,South,Kerala,General Medicine,Low,4,9,10,0.0686,13225.19,7973.53,2,7,5251.66,0.3971
2025-10-01,D0260,R011,P002,GlucoCare,North,Haryana,Diabetology,Medium,7,44,48,0.0876,42921.58,30328.49,10,34,12593.09,0.2934
2025-10-01,D0261,R014,P003,RespiraX,West,Rajasthan,Pulmonology,Medium,8,40,46,0.0775,60256.59,36235.31,12,28,24021.28,0.3986
2025-10-01,D0262,R025,P003,RespiraX,Central,Jharkhand,Pulmonology,Medium,5,31,36,0.0675,47671.66,29541.64,7,24,18130.03,0.3803
2025-10-01,D0263,R013,P004,NeuroZen,East,Odisha,Neurology,Medium,4,25,28,0.0612,43372.05,25545.80,6,19,17826.25,0.4110
2025-10-01,D0264,R011,P002,GlucoCare,North,Uttar Pradesh,Diabetology,High,8,45,53,0.0550,49081.52,33049.04,10,35,16032.47,0.3266
2025-10-01,D0265,R003,P003,RespiraX,East,West Bengal,Pulmonology,Medium,4,24,30,0.0957,38523.77,23931.60,8,16,14592.18,0.3788
2025-10-01,D0266,R010,P004,NeuroZen,Central,Jharkhand,Neurology,Medium,6,31,38,0.0965,56647.22,33065.33,12,19,23581.89,0.4163
2025-10-01,D0267,R025,P003,RespiraX,Central,Madhya Pradesh,Pulmonology,Medium,3,24,29,0.0758,38060.44,23236.98,7,17,14823.46,0.3895
2025-10-01,D0268,R025,P004,NeuroZen,Central,Jharkhand,Neurology,Medium,6,37,41,0.0951,61214.29,35978.12,13,24,25236.17,0.4123
2025-10-01,D0269,R007,P002,GlucoCare,South,Telangana,Diabetology,High,5,42,46,0.0556,42573.11,29738.14,17,25,12834.97,0.3015
2025-10-01,D0270,R004,P001,CardioPlus,West,Maharashtra,Cardiology,High,10,58,62,0.0654,72428.00,46224.27,20,38,26203.73,0.3618
2025-10-01,D0270,R009,P002,GlucoCare,West,Maharashtra,Cardiology,High,8,26,34,0.0560,31454.66,22130.59,11,15,9324.06,0.2964
2025-10-01,D0271,R019,P005,MediCore,West,Gujarat,General Medicine,High,7,41,47,0.0735,31353.70,22818.37,15,26,8535.33,0.2722
2025-10-01,D0271,R004,P004,NeuroZen,West,Gujarat,General Medicine,High,6,26,34,0.0934,50862.66,29256.95,10,16,21605.71,0.4248
2025-10-01,D0272,R022,P005,MediCore,South,Telangana,General Medicine,Medium,3,31,35,0.0727,23367.84,16171.17,6,25,7196.67,0.3080
2025-10-01,D0273,R019,P001,CardioPlus,West,Rajasthan,Cardiology,Low,4,14,18,0.0605,21138.89,13028.62,3,11,8110.27,0.3837
2025-10-01,D0273,R004,P003,RespiraX,West,Rajasthan,Cardiology,Low,2,5,6,0.0807,7832.14,4809.49,2,3,3022.65,0.3859
2025-10-01,D0274,R009,P003,RespiraX,West,Rajasthan,Pulmonology,Medium,6,29,36,0.0922,46404.23,27367.56,10,19,19036.68,0.4102
2025-10-01,D0275,R025,P004,NeuroZen,Central,Madhya Pradesh,Neurology,Low,7,22,27,0.0874,40655.92,22990.91,9,13,17665.01,0.4345
2025-10-01,D0276,R025,P004,NeuroZen,Central,Madhya Pradesh,Neurology,High,5,36,38,0.0658,58576.13,33406.41,10,26,25169.72,0.4297
2025-10-01,D0277,R022,P004,NeuroZen,South,Karnataka,Neurology,Medium,5,37,42,0.0764,64005.19,38074.57,15,22,25930.61,0.4051
2025-10-01,D0278,R013,P002,GlucoCare,East,West Bengal,Diabetology,Medium,5,31,32,0.0718,29107.99,19359.65,9,22,9748.35,0.3349
2025-10-01,D0279,R013,P003,RespiraX,East,West Bengal,Pulmonology,High,5,56,64,0.0840,83244.63,50431.39,24,32,32813.24,0.3942
2025-10-01,D0280,R024,P005,MediCore,West,Maharashtra,General Medicine,Medium,8,38,42,0.0978,27282.28,19298.78,12,26,7983.49,0.2926
2025-10-01,D0281,R010,P001,CardioPlus,Central,Chhattisgarh,Cardiology,Medium,1,30,32,0.0798,36809.44,24275.77,8,22,12533.66,0.3405
2025-10-01,D0282,R019,P002,GlucoCare,West,Maharashtra,Diabetology,Medium,5,26,33,0.0983,29161.47,20344.17,10,16,8817.30,0.3024
2025-10-01,D0283,R013,P004,NeuroZen,East,West Bengal,Neurology,Low,1,19,25,0.0896,37554.97,22323.46,8,11,15231.52,0.4056
2025-10-01,D0284,R015,P002,GlucoCare,Central,Madhya Pradesh,Diabetology,High,8,44,58,0.0666,53055.35,36599.98,13,31,16455.38,0.3102
2025-10-01,D0285,R008,P001,CardioPlus,East,Assam,Cardiology,High,6,43,56,0.0649,65454.19,43399.11,13,30,22055.08,0.3370
2025-10-01,D0285,R008,P004,NeuroZen,East,Assam,Cardiology,High,10,29,30,0.0898,45055.75,26815.21,8,21,18240.54,0.4048
2025-10-01,D0286,R025,P003,RespiraX,Central,Jharkhand,Pulmonology,Medium,6,41,43,0.0831,55988.21,33889.34,9,32,22098.87,0.3947
2025-10-01,D0287,R016,P001,CardioPlus,North,Uttar Pradesh,Cardiology,Low,1,21,28,0.0603,32889.72,20368.45,9,12,12521.27,0.3807
2025-10-01,D0287,R006,P003,RespiraX,North,Uttar Pradesh,Cardiology,Low,3,8,10,0.0819,13036.67,7822.45,2,6,5214.22,0.4000
2025-10-01,D0288,R022,P002,GlucoCare,South,Tamil Nadu,Diabetology,Low,1,22,23,0.0627,21127.82,13893.19,8,14,7234.63,0.3424
2025-10-01,D0289,R023,P005,MediCore,East,Odisha,General Medicine,Medium,2,21,25,0.0943,16303.23,12053.93,8,13,4249.30,0.2606
2025-10-01,D0290,R003,P003,RespiraX,East,West Bengal,Pulmonology,Medium,4,25,31,0.0894,40085.65,23246.94,6,19,16838.71,0.4201
2025-10-01,D0291,R006,P001,CardioPlus,North,Punjab,Cardiology,High,7,43,45,0.1005,50598.15,33211.89,18,25,17386.26,0.3436
2025-10-01,D0292,R018,P003,RespiraX,East,West Bengal,Pulmonology,Low,2,11,12,0.0766,15734.45,9521.80,4,7,6212.65,0.3948
2025-10-01,D0292,R003,P002,GlucoCare,East,West Bengal,Pulmonology,Low,1,9,11,0.0667,10061.23,6848.36,3,6,3212.87,0.3193
2025-10-01,D0293,R009,P003,RespiraX,West,Maharashtra,Pulmonology,Medium,7,39,41,0.0890,53037.07,31794.17,15,24,21242.90,0.4005
2025-10-01,D0294,R023,P005,MediCore,East,West Bengal,General Medicine,Medium,11,32,38,0.0727,25370.31,18161.34,12,20,7208.97,0.2841
2025-10-01,D0295,R002,P004,NeuroZen,South,Tamil Nadu,Neurology,High,8,45,48,0.1018,71139.75,40732.61,15,30,30407.13,0.4274
2025-10-01,D0296,R015,P001,CardioPlus,Central,Madhya Pradesh,Cardiology,Low,5,21,26,0.0836,29781.77,19446.71,5,16,10335.05,0.3470
2025-10-01,D0297,R017,P005,MediCore,South,Tamil Nadu,General Medicine,Low,1,9,10,0.0781,6637.67,4738.76,2,7,1898.91,0.2861
2025-10-01,D0298,R016,P003,RespiraX,North,Uttar Pradesh,Pulmonology,Medium,3,32,35,0.0618,46630.26,28977.36,12,20,17652.90,0.3786
2025-10-01,D0299,R019,P005,MediCore,West,Maharashtra,General Medicine,Medium,7,34,43,0.0655,28933.05,20894.87,14,20,8038.18,0.2778
2025-10-01,D0299,R004,P004,NeuroZen,West,Maharashtra,General Medicine,Medium,7,16,19,0.0686,29197.86,17143.52,6,10,12054.34,0.4129
2025-10-01,D0300,R019,P004,NeuroZen,West,Rajasthan,Neurology,Low,2,17,22,0.0634,33999.78,19289.55,6,11,14710.24,0.4327
2025-10-01,D0300,R024,P002,GlucoCare,West,Rajasthan,Neurology,Low,4,12,12,0.0952,10640.61,7390.50,4,8,3250.11,0.3054
2025-10-01,D0301,R007,P003,RespiraX,South,Tamil Nadu,Pulmonology,Medium,5,38,50,0.0882,64739.76,39271.50,16,22,25468.25,0.3934
2025-10-01,D0302,R022,P004,NeuroZen,South,Tamil Nadu,Neurology,Medium,6,29,36,0.0631,55651.56,32848.93,9,20,22802.63,0.4097
2025-10-01,D0303,R024,P001,CardioPlus,West,Gujarat,Cardiology,Low,2,16,17,0.0721,19717.00,12552.41,3,13,7164.60,0.3634
2025-10-01,D0303,R004,P004,NeuroZen,West,Gujarat,Cardiology,Low,2,9,10,0.1045,14776.10,8378.98,2,7,6397.12,0.4329
2025-10-01,D0304,R010,P004,NeuroZen,Central,Chhattisgarh,Neurology,Medium,3,28,30,0.0931,44890.44,26661.40,8,20,18229.04,0.4061
2025-10-01,D0305,R004,P005,MediCore,West,Maharashtra,General Medicine,High,5,41,48,0.1044,30952.88,22383.68,17,24,8569.20,0.2768
2025-10-01,D0306,R001,P005,MediCore,North,Punjab,General Medicine,Low,1,9,11,0.0821,7270.15,5151.54,2,7,2118.62,0.2914
2025-10-01,D0307,R012,P005,MediCore,South,Tamil Nadu,General Medicine,Low,4,22,24,0.0792,15911.10,11101.80,8,14,4809.31,0.3023
2025-10-01,D0308,R015,P004,NeuroZen,Central,Jharkhand,Neurology,Low,1,16,18,0.0667,27719.84,16033.74,4,12,11686.11,0.4216
2025-10-01,D0309,R025,P003,RespiraX,Central,Chhattisgarh,Pulmonology,Medium,2,20,21,0.1038,26723.39,15886.59,4,16,10836.80,0.4055
2025-10-01,D0310,R023,P003,RespiraX,East,West Bengal,Pulmonology,Medium,7,35,45,0.0954,57803.66,35543.01,12,23,22260.66,0.3851
2025-10-01,D0311,R001,P004,NeuroZen,North,Delhi,Neurology,Medium,4,26,28,0.0964,41745.87,23886.18,7,19,17859.69,0.4278
2025-10-01,D0312,R018,P001,CardioPlus,East,Odisha,Cardiology,Medium,4,31,37,0.0785,42621.15,28164.06,11,20,14457.08,0.3392
2025-10-01,D0313,R003,P004,NeuroZen,East,West Bengal,Neurology,Medium,6,25,27,0.0637,41710.78,24670.60,8,17,17040.18,0.4085
2025-10-01,D0314,R016,P005,MediCore,North,Punjab,General Medicine,Low,1,12,13,0.0746,8661.49,6079.19,3,9,2582.30,0.2981
2025-10-01,D0315,R018,P001,CardioPlus,East,Assam,Cardiology,Medium,4,24,29,0.0685,33768.12,21646.76,6,18,12121.35,0.3590
2025-10-01,D0316,R006,P004,NeuroZen,North,Uttar Pradesh,Neurology,Medium,5,31,35,0.0721,53588.04,30787.72,8,23,22800.32,0.4255
2025-10-01,D0317,R025,P005,MediCore,Central,Chhattisgarh,General Medicine,High,8,42,55,0.0947,35850.72,25659.84,14,28,10190.88,0.2843
2025-10-01,D0318,R016,P002,GlucoCare,North,Haryana,Diabetology,High,4,44,56,0.0601,51583.36,34140.98,14,30,17442.38,0.3381
2025-10-01,D0319,R017,P003,RespiraX,South,Kerala,Pulmonology,Low,1,12,13,0.1004,16606.22,9603.09,2,10,7003.13,0.4217
2025-10-01,D0320,R005,P004,NeuroZen,Central,Madhya Pradesh,Neurology,High,5,45,52,0.1045,76832.99,44808.59,15,30,32024.41,0.4168
2025-10-01,D0321,R024,P002,GlucoCare,West,Rajasthan,Diabetology,High,8,47,51,0.0960,45182.57,30085.26,19,28,15097.31,0.3341
2025-10-01,D0322,R016,P002,GlucoCare,North,Uttar Pradesh,Diabetology,Low,7,31,33,0.0923,29355.28,19948.27,8,23,9407.01,0.3205
2025-10-01,D0322,R001,P005,MediCore,North,Uttar Pradesh,Diabetology,Low,2,10,12,0.0639,8088.25,5615.60,3,7,2472.65,0.3057
2025-10-01,D0323,R012,P004,NeuroZen,South,Telangana,Neurology,High,13,53,57,0.0904,85544.42,48194.29,19,34,37350.13,0.4366
2025-10-01,D0324,R019,P003,RespiraX,West,Goa,Pulmonology,High,9,45,51,0.0740,67058.89,39977.27,19,26,27081.62,0.4038
2025-10-01,D0325,R010,P002,GlucoCare,Central,Jharkhand,Diabetology,Medium,2,24,28,0.0751,25380.04,17591.28,10,14,7788.75,0.3069
2025-10-01,D0326,R003,P001,CardioPlus,East,Odisha,Cardiology,Medium,6,28,31,0.1040,34721.72,22827.37,9,19,11894.35,0.3426
2025-10-01,D0327,R007,P005,MediCore,South,Kerala,General Medicine,Low,2,19,25,0.0633,16860.69,12069.62,7,12,4791.07,0.2842
2025-10-01,D0328,R006,P001,CardioPlus,North,Haryana,Cardiology,Low,5,26,34,0.0596,39968.18,25561.38,6,20,14406.80,0.3605
2025-10-01,D0329,R019,P004,NeuroZen,West,Gujarat,Neurology,High,4,33,43,0.0759,65566.80,38017.50,11,22,27549.30,0.4202
2025-10-01,D0330,R014,P001,CardioPlus,West,Maharashtra,Cardiology,High,5,36,40,0.0665,46674.89,30887.57,10,26,15787.32,0.3382
2025-10-01,D0331,R013,P003,RespiraX,East,Odisha,Pulmonology,Medium,9,40,43,0.0890,55628.52,34707.44,14,26,20921.08,0.3761
2025-10-01,D0332,R019,P004,NeuroZen,West,Goa,Neurology,Medium,5,35,38,0.0653,58602.78,33187.70,7,28,25415.08,0.4337
2025-10-01,D0333,R017,P002,GlucoCare,South,Tamil Nadu,Diabetology,Medium,9,50,66,0.0967,58428.64,39752.89,17,33,18675.76,0.3196
2025-10-01,D0334,R002,P002,GlucoCare,South,Telangana,Diabetology,Medium,5,31,33,0.0994,29124.36,19947.95,7,24,9176.41,0.3151
2025-10-01,D0335,R013,P004,NeuroZen,East,Assam,Neurology,Medium,7,27,30,0.0578,46636.49,26813.27,9,18,19823.21,0.4251
2025-10-01,D0336,R008,P005,MediCore,East,Odisha,General Medicine,High,7,50,53,0.0965,34477.70,24122.91,11,39,10354.78,0.3003
2025-10-01,D0337,R012,P002,GlucoCare,South,Tamil Nadu,Diabetology,Medium,4,30,38,0.0978,33596.67,23377.43,12,18,10219.24,0.3042
2025-10-01,D0338,R021,P004,NeuroZen,North,Uttar Pradesh,Neurology,Low,2,8,8,0.0568,12450.52,7501.03,2,6,4949.48,0.3975
2025-10-01,D0338,R011,P003,RespiraX,North,Uttar Pradesh,Neurology,Low,3,10,13,0.0649,17261.79,10688.17,2,8,6573.62,0.3808
2025-10-01,D0339,R006,P002,GlucoCare,North,Uttar Pradesh,Diabetology,Low,5,15,19,0.0769,17188.47,11383.38,5,10,5805.10,0.3377
2025-10-01,D0340,R021,P003,RespiraX,North,Delhi,Pulmonology,Low,3,24,25,0.0660,33157.50,19762.48,9,15,13395.02,0.4040
2025-10-01,D0341,R006,P004,NeuroZen,North,Delhi,Neurology,Low,5,22,27,0.0640,41700.13,25093.82,7,15,16606.31,0.3982
2025-10-01,D0342,R016,P005,MediCore,North,Delhi,General Medicine,Medium,5,33,41,0.0933,26765.79,19342.44,10,23,7423.35,0.2773
2025-10-01,D0343,R008,P001,CardioPlus,East,Assam,Cardiology,Medium,6,41,44,0.0551,51970.21,34432.83,14,27,17537.38,0.3375
2025-10-01,D0344,R016,P003,RespiraX,North,Delhi,Pulmonology,Medium,6,27,29,0.0980,37145.69,22701.28,6,21,14444.41,0.3889
2025-10-01,D0345,R025,P003,RespiraX,Central,Jharkhand,Pulmonology,Low,1,10,10,0.0639,13291.92,7814.01,2,8,5477.91,0.4121
2025-10-01,D0346,R018,P001,CardioPlus,East,Assam,Cardiology,Medium,3,23,26,0.0851,29734.98,18653.10,9,14,11081.88,0.3727
2025-10-01,D0347,R005,P005,MediCore,Central,Madhya Pradesh,General Medicine,Medium,3,30,33,0.0994,21398.27,15853.20,9,21,5545.07,0.2591
2025-10-01,D0348,R006,P005,MediCore,North,Delhi,General Medicine,High,8,42,48,0.0933,31335.76,21876.99,14,28,9458.77,0.3019
2025-10-01,D0349,R002,P002,GlucoCare,South,Telangana,Diabetology,High,5,45,53,0.0846,47547.41,31751.24,18,27,15796.17,0.3322
2025-10-01,D0350,R022,P005,MediCore,South,Karnataka,General Medicine,High,8,53,70,0.0735,46697.41,32550.12,13,40,14147.29,0.3030
2025-11-01,D0001,R002,P004,NeuroZen,South,Telangana,Neurology,Medium,6,36,45,0.0772,68517.08,39724.17,8,28,28792.91,0.4202
2025-11-01,D0001,R012,P002,GlucoCare,South,Telangana,Neurology,Medium,5,30,33,0.0930,29332.30,20164.17,9,21,9168.13,0.3126
2025-11-01,D0002,R002,P001,CardioPlus,South,Karnataka,Cardiology,Low,2,19,22,0.0679,25634.01,16254.06,7,12,9379.95,0.3659
2025-11-01,D0002,R017,P005,MediCore,South,Karnataka,Cardiology,Low,2,11,13,0.0600,8798.81,6144.28,3,8,2654.53,0.3017
2025-11-01,D0003,R009,P002,GlucoCare,West,Gujarat,Diabetology,Medium,2,14,18,0.0608,16567.59,11581.14,5,9,4986.45,0.3010
2025-11-01,D0004,R011,P004,NeuroZen,North,Punjab,Neurology,Medium,3,25,32,0.0653,49349.58,29696.33,6,19,19653.24,0.3982
2025-11-01,D0004,R016,P003,RespiraX,North,Punjab,Neurology,Medium,7,27,32,0.0855,41553.89,24510.47,6,21,17043.42,0.4102
2025-11-01,D0005,R007,P004,NeuroZen,South,Kerala,Neurology,Medium,4,24,31,0.0683,47654.31,28388.33,6,18,19265.98,0.4043
2025-11-01,D0006,R023,P001,CardioPlus,East,West Bengal,Cardiology,Medium,6,28,30,0.0551,35433.91,22015.82,7,21,13418.09,0.3787
2025-11-01,D0007,R015,P005,MediCore,Central,Chhattisgarh,General Medicine,Medium,7,38,50,0.0751,33296.07,23579.46,13,25,9716.61,0.2918
2025-11-01,D0008,R021,P003,RespiraX,North,Uttar Pradesh,Pulmonology,High,5,34,35,0.0757,45936.73,26465.18,12,22,19471.55,0.4239
2025-11-01,D0009,R022,P001,CardioPlus,South,Tamil Nadu,Cardiology,Low,2,18,19,0.0799,21851.45,13891.32,6,12,7960.12,0.3643
2025-11-01,D0010,R011,P001,CardioPlus,North,Delhi,Cardiology,High,8,44,56,0.0632,65574.53,41336.53,10,34,24238.00,0.3696
2025-11-01,D0011,R020,P004,NeuroZen,Central,Jharkhand,Neurology,Low,6,25,26,0.0628,40205.41,22634.33,6,19,17571.07,0.4370
2025-11-01,D0012,R009,P002,GlucoCare,West,Gujarat,Diabetology,Low,1,9,11,0.0962,9742.95,6470.15,2,7,3272.80,0.3359
2025-11-01,D0013,R016,P003,RespiraX,North,Haryana,Pulmonology,Medium,2,22,29,0.1013,37010.40,21411.29,7,15,15599.11,0.4215
2025-11-01,D0014,R003,P002,GlucoCare,East,West Bengal,Diabetology,Medium,2,20,24,0.0916,21365.72,15105.77,7,13,6259.95,0.2930
2025-11-01,D0015,R024,P004,NeuroZen,West,Maharashtra,Neurology,High,5,37,44,0.0688,67605.81,40006.08,14,23,27599.73,0.4082
2025-11-01,D0015,R024,P005,MediCore,West,Maharashtra,Neurology,High,6,21,24,0.0874,15769.17,11141.13,8,13,4628.04,0.2935
2025-11-01,D0016,R001,P004,NeuroZen,North,Uttar Pradesh,Neurology,Medium,4,27,31,0.0924,46421.26,27612.38,11,16,18808.89,0.4052
2025-11-01,D0016,R001,P001,CardioPlus,North,Uttar Pradesh,Neurology,Medium,4,13,16,0.0583,18834.13,11629.96,3,10,7204.17,0.3825
2025-11-01,D0017,R012,P001,CardioPlus,South,Tamil Nadu,Cardiology,Medium,5,38,48,0.0719,55686.42,36141.01,10,28,19545.41,0.3510
2025-11-01,D0018,R018,P003,RespiraX,East,Bihar,Pulmonology,Low,2,16,19,0.0589,25391.65,14867.75,6,10,10523.89,0.4145
2025-11-01,D0019,R023,P005,MediCore,East,Bihar,General Medicine,High,9,46,58,0.0893,38032.89,26460.64,11,35,11572.25,0.3043
2025-11-01,D0020,R023,P005,MediCore,East,West Bengal,General Medicine,High,10,45,48,0.1020,31033.56,22950.18,9,36,8083.38,0.2605
2025-11-01,D0021,R001,P003,RespiraX,North,Haryana,Pulmonology,Medium,7,37,49,0.0915,63216.74,38995.06,15,22,24221.68,0.3832
2025-11-01,D0022,R001,P002,GlucoCare,North,Punjab,Diabetology,Medium,5,29,31,0.0660,28374.87,20059.39,7,22,8315.49,0.2931
2025-11-01,D0023,R005,P001,CardioPlus,Central,Jharkhand,Cardiology,Medium,5,36,48,0.0601,56392.05,35398.62,9,27,20993.42,0.3723
2025-11-01,D0024,R001,P002,GlucoCare,North,Uttar Pradesh,Diabetology,Low,2,17,21,0.0893,18741.44,13165.83,4,13,5575.61,0.2975
2025-11-01,D0025,R023,P005,MediCore,East,Bihar,General Medicine,Medium,4,28,33,0.1047,21272.71,14923.92,8,20,6348.78,0.2984
2025-11-01,D0026,R019,P005,MediCore,West,Goa,General Medicine,Medium,6,31,33,0.0886,21654.56,15145.92,13,18,6508.65,0.3006
2025-11-01,D0026,R024,P002,GlucoCare,West,Goa,General Medicine,Medium,7,25,31,0.0643,28426.21,19178.95,9,16,9247.27,0.3253
2025-11-01,D0027,R022,P005,MediCore,South,Karnataka,General Medicine,Medium,2,27,32,0.0756,21297.05,14736.54,10,17,6560.51,0.3080
2025-11-01,D0028,R010,P001,CardioPlus,Central,Chhattisgarh,Cardiology,Medium,6,30,31,0.0974,34975.65,22402.78,6,24,12572.87,0.3595
2025-11-01,D0029,R008,P002,GlucoCare,East,Bihar,Diabetology,High,4,39,50,0.0885,44664.88,29376.39,8,31,15288.49,0.3423
2025-11-01,D0029,R008,P004,NeuroZen,East,Bihar,Diabetology,High,4,22,29,0.1014,43000.14,25441.77,6,16,17558.37,0.4083
